index,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
5113,ndungumwangi001,African 🇰🇪✨🌟,"Kiambu, Kenya",92,18,129,4,"Google Pays Tribute To the Malaysian Doctor  Who Invented Facemasks  #COVID19 

 -- READ MORE -- https://t.co/yeFn0uHntz https://t.co/ZSQtMQhMKg",['COVID19']
5114,grandpap4dt,"loyal, Trump supporter, conservative, love Hanity, don't drink beer with Obama, 2nd amendment father, grandfather, right to lifer. raising 10 year old grandson","Pennsylvania, USA",501,55,5385,5799,"Democrats have no problem requiring an ID for a #COVID19 vaccine, but a big problem requiring one to vote.",['COVID19']
5115,srlm,"born ´55. still here. and not planning to be anywhere else soon.

likes do not mean agreement with POV.","recife, brazil",363,160343,21619,3794,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
5116,Wayne_dFr8s,🤷🏻‍♂️🤷🏽‍♂️. 🇨🇦🇬🇾🇻🇨 Don’t be dotish. I’ve gotten too old to give any fucks and not be #honest. WYSIWYG,"Ontario, Canada",182,103,30599,169,"Ontario is reporting 3,009 cases of #COVID19 today and 3,089 cases reported yesterday. Today, there are 954 new cases in Toronto, 434 in Peel, 348 in York Region, 205 in Ottawa and 146 in Hamilton.

Over 59,100 tests were completed on April 2nd and over 62,300 tests on April 1st.",['COVID19']
5117,Velcroski,"Ah, he knows all your problems, Ah, he shares all your dreams. And when he laughs his wife laughs too, As they ride in their limousine. I Believe Dr. Ford.","Chicago, IL.  UBC 58(union)",3859,1643,244282,3794,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
5118,KhulKeBolo,,,2776,802,115870,8,"#BREAKING | Maharashtra reports 49,447 new #Covid19 cases in last 24 hours. This is the highest single day spike.

Updates: https://t.co/NLhd6gt2sG https://t.co/OppzFE0p7L","['BREAKING', 'Covid19']"
5119,KodaDexter1998,"Lifelong Flyers’ fan, wife, mom and dog lover",Cornwall Ontario Canada,904,58,3704,605,"Patient brought to ER.

Been ill but can't afford to stay home due to #precariouswork.

Tests +ve for #COVID19.

Respiratory status worsens - needs an ICU bed.

The govt will cover entire hospital costs which may be over 100k. 

#PaidSickDays wld hv been cheaper and &gt; humane.","['precariouswork', 'COVID19']"
5120,Dhunni8,,"Mumbai, India",1274,248,2610,391,"Mumbai just crossed 9,000 fresh Covid19 cases in a single day for the first time in the pandemic.",[]
5121,darkmoon_113,齊上齊落｜Kpop｜Anime｜BL｜同擔拒否｜𐂂𖤐 #StandWithHongKong,,674,322,32042,4,@AJENews If the #CCP controlled #HongKong govt would stop weaponsing #COVID19 for dictatorship and knock some common sense &amp; conscience into fighting the pandemic… https://t.co/pdVpTXDNsy,"['CCP', 'HongKong', 'COVID19']"
5122,toxictorte,Chemist/Toxicologist,,4927,3103,51147,25,"I’m always willing to reach out to her and explain what’s needed to save American lives. We need the whole country rowing in the same direction, i.e., vaccinated against COVID19, to beat this awful virus and B.1.1.7 variant. B.1.1.7 doesn’t care if you are Democrat or Republican https://t.co/tHxfyb9Ezs",[]
5123,YHWHYIREH,,,65,69,366,53,.@BAshbyMD and @DrChrisMD share why this is not the time for America to relax in the fight against #COVID19. #CrossConnection https://t.co/Tu46I55UaN,['COVID19']
5124,30DaysNow,Discover our Mindfulness and Meditation books on Amazon - just look for authors Harper Daniels and Corin Devaso. You can also visit https://t.co/c4v4JcN4XP.,,2523,3143,1671,0,"@riaredfern The ""Vaccine Journal"" on Amazon is a great way to keep record of vaccinations and immunizations. Get one for yourself and family and #retweet! #VaccineJournal #vaccine #vaccinepassports #immunization #covid #covid19 #covidvaccine #COVID19Vaccine #immune

https://t.co/dE9y7k9qWc","['retweet', 'VaccineJournal', 'vaccine', 'vaccinepassports', 'immunization', 'covid', 'covid19', 'covidvaccine', 'COVID19Vaccine', 'immune']"
5125,deenday25075162,,,631,1093,80082,391,"Mumbai just crossed 9,000 fresh Covid19 cases in a single day for the first time in the pandemic.",[]
5126,Geminiseventh,"Advocate,Solicitor of Senior courts,England and Wales,opposed to pseudo seculars, Krishna Bakht",Worldwide,1468,1744,295151,391,"Mumbai just crossed 9,000 fresh Covid19 cases in a single day for the first time in the pandemic.",[]
5127,Jatillfred_Geb,The Right to Self-determination is non-negotiable 💛❤️✊🏾,,281,423,5209,169,Emebet has been displaced in #Mekelle. She was in Grade 1 and now has lost over a year of education due to #COVID19 and conflict. Over 1.4 million children are out of school in #Tigray. #Schools need to be vacated and reopened. https://t.co/wL6RXJiRlO,"['Mekelle', 'COVID19']"
5128,wildman_wiya,Everything I don't understand,Earth,141,45,812,110,"#COVID19 key concerns in Canada: more contagious #VariantsOfConcern are increasing daily, giving us much less margin for error and already surging in many places; we can’t afford to relax efforts or drop our guard this #LongWeekend. https://t.co/w27G7rHASE","['COVID19', 'VariantsOfConcern']"
5129,SPatel08451494,I love my family....,,28,13,194,5,Semester exams aur bhi aaenge...lekin life ek hi baar milti hai... Think about our lives #COVID19 #StudentsLivesMatter #closeuniversityoflucknow #StudentsBoycottOfflineExams #lucknow @lkouniv @profalokkumar @PMOIndia @aryanmishra888 @luupdates_ @myogiadityanath,"['COVID19', 'StudentsLivesMatter']"
5130,ann_lemieux,Live & Let Live! #Montreal #Karma Proud Canadian #PMJT. Justice for all. 🏳️‍🌈🇨🇦🇺🇸Neighbors to the south #Resist 🇨🇦 has yr back #Biden2020,,3693,3502,202244,0,Who thought #Covid19 #VariantsOfConcern would not affect Sports? #Hockey #StayHome https://t.co/SfqIYzaHWG,"['Covid19', 'VariantsOfConcern', 'Hockey', 'StayHome']"
5131,Indianandunited,Common man in an extraordinary Country. RT not equal to Endorsement gab : @AllOutForNoLoss,India,293,134,21753,11,"According to the Johns Hopkins University

Overall global COVID19 caseload has surpassed the grim milestone of 13 Crores, While the deaths have surged to more than 28 lakhs

#ChineseVirus now renamed as UK, Brazil, S,Africa virus but we can't call it as #WuhanVirus 😡 https://t.co/1FddXcFE56",[]
5132,manoj419_,"Tax Paying Citizen of Bharat,
A country that was minority appeasement center,has now slowly getting converted to a SECULAR country.
Followed by @PiyushGoyalOffc",भारत,1890,1781,16382,391,"Mumbai just crossed 9,000 fresh Covid19 cases in a single day for the first time in the pandemic.",[]
5133,jasonvsmith1,"father of 2, science teacher of 20+ yrs, my thoughts are my own, 🏈fan","Edmonton, Alberta",409,157,6487,1502,"WOW—The world’s largest #P1 variant outbreak surge outside of Brazil has now solidified with 480 total cases in British Columbia 🇨🇦

Famed ski resort @WhistlerBlckcmb has 1120 #COVID19 cases Jan-March—**83.2% are young adults aged 20-39**🧵

HT @AndreaWoo
https://t.co/2LoBDYRYv1 https://t.co/PtOBatVdyX",['P1']
5134,LangevinEqn,Veterinary neurologist. Neuroscientist. Professor. Mum. Wife. Home cook. She/her.,"Guelph, Ontario, Canada",840,423,4279,605,"Patient brought to ER.

Been ill but can't afford to stay home due to #precariouswork.

Tests +ve for #COVID19.

Respiratory status worsens - needs an ICU bed.

The govt will cover entire hospital costs which may be over 100k. 

#PaidSickDays wld hv been cheaper and &gt; humane.","['precariouswork', 'COVID19']"
5135,AlemGebremedhi,Male,"Melbourne, Victoria",324,65,5756,169,Emebet has been displaced in #Mekelle. She was in Grade 1 and now has lost over a year of education due to #COVID19 and conflict. Over 1.4 million children are out of school in #Tigray. #Schools need to be vacated and reopened. https://t.co/wL6RXJiRlO,"['Mekelle', 'COVID19']"
5136,iJohn_Rodriguez,Former St. Louis @Cardinals♥️⚾ Outfielder from '05/'06. 2006 World Series Champion. Cleburne Railroaders 1B Coach. BigTime @BrooklynNets 🖤🏀 & @NYJets Fan 💚🏈,"New York, USA",1522,2741,144625,3039,"I'm calling on @Twitter, @eBay, and @Shopify to take immediate action to prevent the sale of fake #COVID19 vaccination cards.

Fake vaccination cards violate state law, public trust, and put our communities’ health at risk.",['COVID19']
5137,Ausiecountryboy,"just doing my thing 🇦🇺, if you don’t like it feel free to F$&k off. RT’s are usually an endorsement but reserve the right to retract.","Melbourne, Victoria",770,394,1936,38,"#COVID19  is a true killer. So far it’s killed the flu, cancer, heart disease - it killed the ability to think, logic &amp; common sense. It killed the economy, the working class, &amp; millions of jobs. It killed thousands of businesses, human connection, love and compassion.
#lockdown",['COVID19']
5138,forsyth_barb,Political junkie and chocolate fiend. Ordained Anglican priest.,"Saskatchewan, Canada",2040,2041,172232,21,"Watching everything #COVID19 unfold across Canada, it really does feel like watching the Titanic sink. Over and over again. It's so. Profoundly. Disappointing. Please, #SK, follow the guidance, look after one another. Do thr right thing. #strongertogether #COVID19SK",['COVID19']
5139,trypeacenow66,Opposing #Trump with everything we have. #resist ☎️Congress 202-224-3121. Be heard today! End gerrymandering & voter suppression now.,"Michigan, USA",1772,689,25226,53,.@BAshbyMD and @DrChrisMD share why this is not the time for America to relax in the fight against #COVID19. #CrossConnection https://t.co/Tu46I55UaN,['COVID19']
5140,AtticanewsGr,"atticanews.gr Η έντ. & ηλ. εφημερίδα, WebTV & WebRADIO. 
https://t.co/Eoo1Sz3hku",Ελλάς,304,125,10669,24,Police shut down a Good Friday service at a Polish church in London for breaching #COVID19 rules and threatened worshippers with a £200 fine each https://t.co/bfinO5PUio,['COVID19']
5141,fccmal,News Junkie With An 👁 On Government #BLM #TeamJustice #JusticeIsComing #AccountabilityBeforeUnity #WearADamnMask😷 NO DM’s,"Lee County, Florida, USA",4950,2651,181034,365,I know we're anxious to get back to doing things we enjoy most- esp. travel. If you’re fully vaccinated against #COVID19 (two weeks after getting last recommended dose) it is low risk to travel in U.S. if precautions are taken: #WearAMask &amp; avoid crowds. https://t.co/A4JFDKuyQp https://t.co/pmj80zluz2,['COVID19']
5142,vgasparro,"Managing Director, Clean Energy Finance @bankvancity. Fmr. Principal Secretary to Mayor John Tory & Special Asst. to PM Paul Martin. Board Member Postmedia","Toronto, Canada",733,2057,4569,368,"Nah. Let's not lose perspective here. The vast (vast) majority of #COVID19 transmission is indoors. We know how to make safer indoor spaces but choose not to or fail to (ahem: essential workers).

Outdoors is so much safer. Move as much business &amp; school outdoors as possible. https://t.co/JW9kJ4Y6gn",['COVID19']
5143,StarColombo,#FreeAveraMengistu #ReinstateGnasherJew #PastorCao #freeNazanin #JusticeForMalki  #FreeNavalny,,4992,2641,176625,8,"Take a look at an interesting side event hosted by @amutatenosh &amp; @elemisrael on #mentalhealth, substance abuse and #COVID19, during next weeks @UNODC's 64th session of the #CND!

🗓️ 12 April, 2.10 pm CEST
✍️ https://t.co/tYn3NjWnG9 https://t.co/6GTedpKT2Y",['mentalhealth']
5144,BilasHeidi,"Registered Nurse. Nurse Case Manager, Occupational Health. Views are mine alone and don’t reflect institutions.  ",Toronto ON,216,82,9323,13,"Ontario's new cases rose above 3,000 for both today and yesterday. 
The province is reporting 3,009 new #Covid19 cases today, with 16 new deaths and 3,089 cases and 23 new deaths yesterday.",['Covid19']
5145,Azadah10,«من حقیقت را در زنجیر دیده‌ام. من حقیقت را پاره پاره بر خاک دیده‌ام. من حقیقت را بر سر نیزه دیده‌ام.» #براندازم 🚫MEK,,838,729,15483,11,"123 #COVID19 deaths (most daily death toll since Dec 31) &amp; 11,420 new infections are reported by manipulated data of IR MoH.
“High risk” areas expanded to 173 counties,47 “red” &amp; 126 “orange.”
Tehran broke 5month hospitalizations record. 
Graphs:https://t.co/hSQBSNHKS0
#IranTruth https://t.co/ujuDCLvLEz",['COVID19']
5146,Deathor_,God was never on your side.,,171,17,60,228,"Mexico's masked Lucha wrestlers lent their support to the elderly at a #COVID19 vaccination site in Mexico City.

Watch more videos from Sky News: https://t.co/Te6c05Wa9u https://t.co/4EQMRWHoiq",['COVID19']
5147,The___Taurus,"Love My Country!
जय श्री राम 🙏🚩
#JusticeForSushantSinghRajput 
YOGA ❤🧘‍♀️
/RT's not endorsement
/Abusers blocked at once
/Note:- I Hate BullyWeed!",The peaceful world!,808,786,15864,2242,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
5148,PHIAtweets,"Checkout our site https://t.co/Ev2Xjy41PT for sexual harassment, psychological manipulation, suicide and rage shooting factors, movie tv examples, much more",,221,98,23498,0,"@Forbes More Favorites ""COVID19 Made Wealthy Wealthier"" Raising Taxes For ""COVID19 Deficits"" ""To Fight Inequality"" ""To Pay For Infrustructure Plan"" .. @IntlCrimCourt @WHO

Past favorites ""Need To Balance Budget For Kids"" ""Liberals using EI Fund To Balance Budget"" @FBI @UN_Women @UN4Youth https://t.co/QjwBIySOlt",[]
5149,le_tired_,"First gen Asian.🍁 🇨🇦Teacher, wife, foodie. Travel and cat enthusiast",,152,49,2651,909,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
5150,ana_jense1,"Dra. Ana jense Villatoro. Diagnostico y tratamiento de enfermedades de la glandula tiroides. Tratamiento, Cancer de tiroides. Amo a mi familia y a Dios.❤️",Inf (503) 222648235,604,418,2104,47,"Covid-19 Rx: Your task is to gather data, develop a differential diagnosis, order additional diagnostic tests, and treat the patient. (Optimized for desktop PCs and most tablets.) #COVID19",[]
5151,RosieBarton,"Chief Political Correspondent. Host:  Rosemary Barton Live, Party Lines, At Issue. Freckled. Loves all the politics. Heavy on the coffee and the high heels.",Ottawa ,3734,238027,87964,20,"The 6 millionth dose of #Covid19 vaccine will be administered somewhere in Canada today.
Canada is the 19th country to have reached that level.
#cdnpoli https://t.co/t84M1OEhjJ",['Covid19']
5152,FaithXristos,"Music, Tech and gadget enthusiast.
Explorer and Adventurist.
Anointed like Christ","Abuja, Nigeria",280,159,1100,226,"Nigerian doctors are on strike because @MBuhari pays them peanuts. But he is here paying millions to UK doctors. #HarassBuhariOutOfLondon. Abuja House, 2 Campden Hill, Kensington, W8 7AD. Observe #COVID19 protocols. Limit yourself to socially distanced groups of 6. Be nonviolent!",[]
